id_text,lemma
#P23519,Nidintu-Anu[00]PN Anu-ah-ittannu[00]PN Anu-ah-ittannu[00]PN Tattannu[00]PN Anu-ahhe-iddin[00]PN Kidin-Anu[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Anu-ahhe-iddin[00]PN Kidin-Anu[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Anu-balassu-iqbi[00]PN Anu-mukin-apli[00]PN Ekur-zakir[1]LN Šamaš-ittannu[00]PN Balaṭu[00]PN Ana-rabut-Anu[00]PN Anu-ah-ittannu[00]PN Tanittu-Anu[00]PN Nidintu-Anu[00]PN Kidin-Anu[00]PN Anu-uballiṭ[00]PN Luštammar-Adad[1]LN Nidintu-Anu[00]PN Anu-ab-uṣur[00]PN Nanaya-iddin[00]PN Anu-ab-uṣur[00]PN Kuri[1]LN Tattannu[00]PN Nanaya-iddin[00]PN Anu-ahhe-iddin[00]PN Balaṭu[00]PN Anu-ah-iddin[00]PN Anu-mukin-apli[00]PN Ekur-zakir[1]LN Labaši[00]PN Anu-ab-uṣur[00]PN Ekur-zakir[1]LN Ša-Anu-iššu[00]PN Ina-qibit-Anu[00]PN Ana-rabut-Anu[00]PN Nidintu-Anu[00]PN Hunzu[1]LN Nidintu-Anu[00]PN Arad-adešu[00]PN Šamaš-iddin[00]PN Anu-ah-iddin[00]PN Hunzu[1]LN Sin-leqi-unninni[1]LN Anu-uballiṭ[00]PN
#P29641,Bel-ahhe-iddin[00]PN Ubar[00]PN Paširi[00]PN
#P29663,Labaši[00]PN Anu-mar-ittannu[00]PN Anu-mar-ittannu[00]PN Labaši[00]PN Anu-ah-ušabši[00]PN Šapik[00]PN Kidin-Anu[00]PN Nanaya-iddin[00]PN Anu-ah-ušabši[00]PN Šapik[00]PN Kidin-Anu[00]PN Nanaya-iddin[00]PN Rihat-Anu[00]PN Labaši[00]PN Labaši[00]PN Rihat-Anu[00]PN Labaši[00]PN Rihat-Anu[00]PN Labaši[00]PN Labaši[00]PN Nidintu-Anu[00]PN Anu-belšunu[00]PN Anu-belšunu[00]PN Ahʾutu[1]LN Anu-šum-lišir[00]PN Anu-uballiṭ[00]PN Anu-zer-iddin[00]PN Hunzu[1]LN Ina-qibit-Anu[00]PN Anu-šum-lišir[00]PN Nidintu-Anu[00]PN Hunzu[1]LN Nidintu-Anu[00]PN Anu-ahhe-iddin[00]PN Anu-ahhe-iddin[00]PN Ahʾutu[1]LN Ina-qibit-Anu[00]PN Anu-mar-ittannu[00]PN Nidintu-Ištar[00]PN Kuri[1]LN Kidin-Anu[00]PN Illut-Anu[00]PN Anu-zer-iddin[00]PN Hunzu[1]LN Anu-belšunu[00]PN Anu-belšunu[00]PN Anu-mar-ittannu[00]PN Arad-Ninurta[00]PN Sin-leqi-unninni[1]LN Nidintu-Anu[00]PN
#P29667,Tanittu-Anu[00]PN Nanaya-iddin[00]PN Ahʾutu[1]LN Ištar-ah-iddin[00]PN Mušezibitu[00]PN Kidin-Anu[00]PN Anu-uballiṭ[00]PN Kidin-Anu[00]PN Anu-uballiṭ[00]PN Nidintu-Anu[00]PN Anu-ah-tuqqin[00]PN Ina-qibit-Anu[00]PN Qišti-Anu[00]PN Labaši[00]PN Kidin-Ištar[00]PN Nanaya-iddin[00]PN Ina-qibit-Anu[00]PN Ša-Anu-iššu[00]PN Anu-ahhe-bulluṭ[00]PN Anu-ab-uṣur[00]PN Anu-ikṣur[00]PN Anu-ah-ušabši[00]PN Ahʾutu[1]LN Anu-ah-ittannu[00]PN Anu-ikṣur[00]PN Anu-ikṣur[00]PN Anu-ah-ušabši[00]PN Iddin-apli[00]PN Ana-rabutišu[00]PN Anu-ah-ušabši[00]PN Ana-rabutika-Anu[00]PN Anu-bel-uṣur[00]PN Gubbaka[00]PN Anu-ikṣur[00]PN Anu-ah-ušabši[00]PN Ahʾutu[1]LN Iddin-apli[00]PN Ana-rabutišu[00]PN Anu-ah-ušabši[00]PN Ana-rabutika-Anu[00]PN Anu-bel-uṣur[00]PN Gubbaka[00]PN Anu-ikṣur[00]PN Anu-ah-ušabši[00]PN Iddin-apli[00]PN Ana-rabutišu[00]PN Anu-bel-uṣur[00]PN Gubbaka[00]PN Anu-ikṣur[00]PN Anu-ah-ušabši[00]PN Šamaš-ittannu[00]PN Anu-zer-lišir[00]PN Ahʾutu[1]LN Nanaya-iddin[00]PN Mušallim-Anu[00]PN Luštammar-Adad[1]LN Iddin-apli[00]PN Anu-ab-utir[00]PN Ahʾutu[1]LN Tanittu-Anu[00]PN Nidintu-Anu[00]PN Ahʾutu[1]LN Nidintu-Anu[00]PN Labaši[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Kidin-Anu[00]PN Ina-qibit-Anu[00]PN Ekur-zakir[1]LN Anu-balassu-iqbi[00]PN Anu-zer-iddin[00]PN Ahʾutu[1]LN Ina-qibit-Anu[00]PN Qišti-Anu[00]PN Gimil-Anu[1]LN Šamaš-iddin[00]PN Šamaš-ereš[00]PN Kidin-Ištar[00]PN Nanaya-iddin[00]PN Sin-leqi-unninni[1]LN Itti-Anu-nuhšu[00]PN Anu-ab-uṣur[00]PN Rihat-Ištar[00]PN Anu-balassu-iqbi[00]PN Ekur-zakir[1]LN Ša-Anu-iššu[00]PN Anu-ah-ušabši[00]PN Kidin-Anu[00]PN Anu-ah-ittannu[00]PN Anu-ikṣur[00]PN Ekur-zakir[1]LN Anu-zer-iddin[00]PN Anu-ab-uṣur[00]PN Rihat-Ištar[00]PN Anu-balassu-iqbi[00]PN Anu-ab-uṣur[00]PN Nanaya-iddin[00]PN Nidintu-Anu[00]PN Gimil-Anu[1]LN Eriba[00]PN Anu-bullissu[00]PN Iddin-Amurru[1]LN Ištar-šum-eriš[00]PN Ina-qibit-Anu[00]PN Ahʾutu[1]LN Anu-zer-iddin[00]PN Kidin-Anu[00]PN Ahʾutu[1]LN Nadin[00]PN Anu-uballiṭ[00]PN Ekur-zakir[1]LN Balaṭu[00]PN Tattannu[00]PN Ekur-zakir[1]LN Anu-bel-zeri[00]PN Anu-belšunu[00]PN Luštammar-Adad[1]LN Nidintu-Anu[00]PN Anu-uballiṭ[00]PN Kidin-Marduk[1]LN Širki-Anu[00]PN Anu-qišanni[00]PN Sin-leqi-unninni[1]LN Rabi-Anu[00]PN Dumqi-Anu[00]PN Anu-uballiṭ[00]PN Nidintu-Anu[00]PN Seleucus[1]RN Anu-ab-uṣur[00]PN Rihat-Ištar[00]PN Anu-balassu-iqbi[00]PN
#P29668,Tattannu[00]PN Labaši[00]PN Šamšaya[1]LN Nanaya-iddin[00]PN Anu-zer-iddin[00]PN Ekur-zakir[1]LN Tattannu[00]PN Labaši[00]PN Šamšaya[1]LN Nanaya-iddin[00]PN Anu-zer-iddin[00]PN Ekur-zakir[1]LN Nanaya-iddin[00]PN Anu-zer-iddin[00]PN Ekur-zakir[1]LN Anu-ah-ušabši[00]PN Kidin-Anu[00]PN Ekur-zakir[1]LN Ša-Anu-iššu[00]PN Nidintu-Anu[00]PN Hunzu[1]LN Anu-mukin-apli[00]PN Anu-balassu-iqbi[00]PN Ekur-zakir[1]LN Anu-uballiṭ[00]PN Rabi-Anu[00]PN Hunzu[1]LN Šullum[00]PN Širki-Anu[00]PN Anu-qišanni[00]PN Sin-leqi-unninni[1]LN Kidin[00]PN Ša-Anu-iššu[00]PN Nidintu-Anu[00]PN Ekur-zakir[1]LN Anu-uballiṭ[00]PN Nidintu-Anu[00]PN Ekur-zakir[1]LN Ubar[00]PN Uṣuršu-Ellil[00]PN Anu-ah-ittannu[00]PN Anu-zer-iddin[00]PN Anu-ab-uṣur[00]PN Hunzu[1]LN Ubar[00]PN Anu-qišanni[00]PN Kidin-Marduk[1]LN Mušezib-Anu[00]PN Nadin[00]PN Kuri[1]LN Anu-mukin-apli[00]PN Nidintu-Anu[00]PN Kuri[1]LN Anu-ah-ittannu[00]PN Anu-ab-utir[00]PN Ekur-zakir[1]LN Mannu-ki-Ištar[00]PN Šamšaya[00]PN Rihat-Ištar[00]PN Anu-bullissu[00]PN Sin-leqi-unninni[1]LN Anu-belšunu[00]PN Seleucus[1]RN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Ubar[00]PN Kuri[1]LN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Ina-qibit-Anu[00]PN Anu-balassu-iqbi[00]PN Anu-balassu-iqbi[00]PN Belessunu[00]PN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Ina-qibit-Anu[00]PN Anu-balassu-iqbi[00]PN Anu-uballiṭ[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Labaši[00]PN Nidintu-Anu[00]PN Anu-mukin-apli[00]PN Ubar[00]PN Kuri[1]LN Anu-ah-tuqqin[00]PN Anu-belšunu[00]PN Bel-usat[1]LN Mušezib-Anu[00]PN Nadin[00]PN Kuri[1]LN Anu-ab-uṣur[00]PN Anu-bel-zeri[00]PN Kuri[1]LN Anu-belšunu[00]PN Anu-balassu-iqbi[00]PN Anu-ab-uṣur[00]PN Ina-qibit-Anu[00]PN Kuri[1]LN Nidintu-Anu[00]PN Anu-balassu-iqbi[00]PN Gimil-Anu[1]LN Anu-zer-iddin[00]PN Anu-ah-ittannu[00]PN Hunzu[1]LN Seleucus[1]RN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Kuri[1]LN Anu-balassu-iqbi[00]PN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Anu-balassu-iqbi[00]PN Ina-qibit-Anu[00]PN Kuri[1]LN Anu-uballiṭ[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Tattannu[00]PN Kidin-Anu[00]PN Ekur-zakir[1]LN Anu-balassu-iqbi[00]PN Kidin-Anu[00]PN Kuri[1]LN Nidintu-Anu[00]PN Anu-mukin-apli[00]PN Ubar[00]PN Kuri[1]LN Anu-belšunu[00]PN Anu-balassu-iqbi[00]PN Anu-ab-uṣur[00]PN Kuri[1]LN Arad-Babu[1]PN Ištar-ah-iddin[00]PN Anu-balassu-iqbi[00]PN Belessunu[00]PN Mannu-iqapu[00]PN Nidintu-Anu[00]PN Antiochus[1]RN Kuri[1]LN Anu-belšunu[00]PN Kuri[1]LN Anu-ab-uṣur[00]PN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Kuri[1]LN Anu-balassu-iqbi[00]PN Anu-mukin-apli[00]PN Ina-buni-Nanaya[00]PN Tattannu[00]PN Kidin-Anu[00]PN Ekur-zakir[1]LN Anu-uballiṭ[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Anu-balassu-iqbi[00]PN Kidin-Anu[00]PN Kuri[1]LN Nidintu-Anu[00]PN Anu-mukin-apli[00]PN Ubar[00]PN Kuri[1]LN Anu-belšunu[00]PN Anu-balassu-iqbi[00]PN Anu-ab-uṣur[00]PN Kuri[1]LN Anu-balassu-iqbi[00]PN Belessunu[00]PN Mannu-iqapu[00]PN Nidintu-Anu[00]PN Antiochus[1]RN Kuri[1]LN Anu-belšunu[00]PN Kuri[1]LN Anu-ab-uṣur[00]PN Kuri[1]LN Nidintu-Anu[00]PN Anu-uballiṭ[00]PN Anu-ahhe-iddin[00]PN Sin-leqi-unninni[1]LN Nidintu-Anu[00]PN Anu-uballiṭ[00]PN Anu-ahhe-iddin[00]PN Iqiša[00]PN Anu-ahhe-iddin[00]PN Anu-uballiṭ[00]PN Anu-ahhe-iddin[00]PN Iqiša[00]PN Anu-ahhe-iddin[00]PN Ina-qibit-Anu[00]PN Anu-qišanni[00]PN Kuri[1]LN Anu-ah-ittannu[00]PN Ana-rabutika-Anu[00]PN Anu-uballiṭ[00]PN Ahʾutu[1]LN Anu-uballiṭ[00]PN Iqiša[00]PN Ahʾutu[1]LN Anu-ahhe-iddin[00]PN Anu-belšunu[00]PN Sin-leqi-unninni[1]LN Kidin-Anu[00]PN Anu-ittannu[00]PN Ekur-zakir[1]LN Ina-qibit-Anu[00]PN Anu-ikṣur[00]PN Ahʾutu[1]LN Anu-qišanni[00]PN Anu-mar-ittannu[00]PN Sin-leqi-unninni[1]LN Nidintu-Anu[00]PN Anu-uballiṭ[00]PN X[1]LN Anu-ah-ittannu[00]PN Iddin-apli[00]PN Ahʾutu[1]LN Sin-leqi-unninni[1]LN Anu-uballiṭ[00]PN Antiochus[1]RN Uppulu[00]PN Tanittu-Anu[00]PN Anu-ah-ittannu[00]PN Ahʾutu[1]LN Anu-balassu-iqbi[00]PN Šamaš-eṭir[00]PN Kidin-Anu[00]PN Luštammar-Adad[1]LN Uppulu[00]PN Tanittu-Anu[00]PN Anu-balassu-iqbi[00]PN Kidin-Anu[00]PN Ahʾutu[1]LN Uppulu[00]PN Anu-balassu-iqbi[00]PN Kidin-Anu[00]PN Šamaš-eṭir[00]PN Luštammar-Adad[1]LN X[00]PN X[00]PN X[00]PN X[00]PN X[00]PN X[00]PN X[00]PN X[00]PN X[00]PN Ana-rabutika-Anu[00]PN Mannu-ki-Ištar[00]PN Ana-rabutika-Anu[00]PN Mannu-ki-Ištar[00]PN Nidintu-Anu[00]PN Nidintu[00]PN Ana-rabutika-Anu[00]PN Mannu-ki-Ištar[00]PN Nidintu-Anu[00]PN Nidintu[00]PN Ana-rabutika-Anu[00]PN Mannu-ki-Ištar[00]PN Nidintu-Anu[00]PN Nidintu[00]PN Ana-rabutika-Anu[00]PN Mannu-ki-Ištar[00]PN Mannu-ki-Ištar[00]PN Mannu-ki-Ištar[00]PN Anu-ah-ušabši[00]PN Kidin-Anu[00]PN Ekur-zakir[1]LN Anu-mukin-apli[00]PN Anu-balassu-iqbi[00]PN Ekur-zakir[1]LN Nidintu-Anu[00]PN Anu-ah-ittannu[00]PN Ahʾutu[1]LN Tattannu[00]PN Kidin-Anu[00]PN Balaṭu[00]PN Šamaš-eṭir[00]PN Ina-qibit-Anu[00]PN Anu-uballiṭ[00]PN Anu-ab-uṣur[00]PN Nidintu-Anu[00]PN Labaši[00]PN Mannu-iqapu[00]PN Anu-ab-uṣur[00]PN Anu-ahhe-iddin[00]PN Nidintu-Anu[00]PN Ištar-šum-eriš[00]PN Anu-ušallim[00]PN Kidin-Anu[00]PN Ina-qibit-Anu[00]PN Nidintu-Anu[00]PN Mannu-iqapu[00]PN Rihat-Ištar[00]PN Mannu-ki-Ištar[00]PN Ina-qibit-Anu[00]PN Anu-ah-ittannu[00]PN Kidin-Anu[00]PN Ubar[00]PN Belessunu[00]PN Antiochus[1]RN Ubar[00]PN Belessunu[00]PN Ana-rabutika-Anu[00]PN Anu-ah-ittannu[00]PN Sin-leqi-unninni[1]LN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Anu-ah-ittannu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Anu-ah-ittannu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Iqiša[00]PN Anu-uballiṭ[00]PN Anu-ab-utir[00]PN Anu-ah-ittannu[00]PN Anu-zer-iddin[00]PN Kidin-Anu[00]PN Nanaya-iddin[00]PN Anu-uballiṭ[00]PN Ahʾutu[1]LN Nidintu-Anu[00]PN Anu-ah-iddin[00]PN Anu-ab-uṣur[00]PN Anu-šum-lišir[00]PN Hunzu[1]LN Zeriya[00]PN Anu-mukin-apli[00]PN Lišir[00]PN Gimil-Anu[1]LN Anu-mukin-apli[00]PN Ištar-ahhe-iddin[00]PN Nidintu-Anu[00]PN Iqiša[00]PN Bassia[00]PN Ekur-zakir[1]LN Mušezib-Anu[00]PN Ubar[00]PN Kuri[1]LN Mannu-ki-Ištar[00]PN Nanaya-iddin[00]PN Hunzu[1]LN Ana-rabutika-Anu[00]PN Anu-belšunu[00]PN Sin-leqi-unninni[1]LN Sin-leqi-unninni[1]LN Itti-Anu-nuhšu[00]PN Antiochus[1]RN Anu-ah-ittannu[00]PN Nidintu-Anu[00]PN Tattannu[00]PN Ekur-zakir[1]LN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Anu-ah-ittannu[00]PN Tattannu[00]PN Ekur-zakir[1]LN Anu-zer-iddin[00]PN Labaši[00]PN Nidintu-Anu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Lišir[00]PN Anu-mukin-apli[00]PN Gimil-Anu[1]LN Nidintu-Anu[00]PN Ša-Anu-iššu[00]PN Hunzu[1]LN Anu-uballiṭ[00]PN Labaši[00]PN Mannu-iqapu[00]PN Kuri[1]LN Tattannu[00]PN Anu-ah-ittannu[00]PN Ekur-zakir[1]LN Anu-mukin-apli[00]PN Anu-ab-uṣur[00]PN Zeriya[00]PN Anu-ittannu[00]PN Gimil-Anu[1]LN Anu-ab-utir[00]PN Nanaya-iddin[00]PN Anu-zer-iddin[00]PN Ahʾutu[1]LN Nidintu-Anu[00]PN Anu-ah-ittannu[00]PN Hunzu[1]LN Nidintu-Anu[00]PN Nanaya-iddin[00]PN Anu-uballiṭ[00]PN Rihat-Anu[00]PN Luštammar-Adad[1]LN Sin-leqi-unninni[1]LN Itti-Anu-nuhšu[00]PN Antiochus[1]RN Mušezib-Anu[00]PN Kidin-Anu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Mušezib-Anu[00]PN Kidin-Anu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Mušezib-Anu[00]PN Anu-uballiṭ[00]PN Kidin-Anu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Mušezib-Anu[00]PN Kidin-Anu[00]PN Anu-uballiṭ[00]PN Kidin-Anu[00]PN Anu-zer-iddin[00]PN Labaši[00]PN Ekur-zakir[1]LN Ina-qibit-Anu[00]PN Anu-uballiṭ[00]PN Ekur-zakir[1]LN Nanaya-iddin[00]PN Anu-uballiṭ[00]PN Ahʾutu[1]LN Anu-mukin-apli[00]PN Zeriya[00]PN Lišir[00]PN Gimil-Anu[1]LN Ša-Anu-iššu[00]PN Nidintu-Anu[00]PN Ekur-zakir[1]LN Anu-zer-iddin[00]PN Anu-ab-uṣur[00]PN Anu-zer-lišir[00]PN Anu-ahhe-iddin[00]PN Hunzu[1]LN Anu-ab-uṣur[00]PN Anu-bel-zeri[00]PN Kuri[1]LN Anu-ah-ušabši[00]PN Anu-ahhe-iddin[00]PN Ekur-zakir[1]LN Anu-qišanni[00]PN Anu-ab-utir[00]PN Sin-leqi-unninni[1]LN Mannu-ki-Ištar[00]PN Ištar-hiṭuʾa[00]PN Kidin-Anu[00]PN Sin-leqi-unninni[1]LN Itti-Anu-nuhšu[00]PN Antiochus[1]RN
